new_name,source_name,source_index,laplacian_var,mean,std
frame_00001.jpg,frame_00379.jpg,379,454.48384712781245,135.1794220608202,44.75823239967943
frame_00002.jpg,frame_00380.jpg,380,84.9426694675199,146.97703974524654,44.65626297649027
frame_00003.jpg,frame_00381.jpg,381,91.5752521925019,143.82882798143876,41.44861738567555
frame_00004.jpg,frame_00382.jpg,382,90.3359729358794,130.98754859782,43.21918594272821
frame_00005.jpg,frame_00383.jpg,383,110.9737801842391,133.61508072827206,42.53612947131218
frame_00006.jpg,frame_00384.jpg,384,99.84047998851283,140.33724160682252,39.52464762525744
frame_00007.jpg,frame_00385.jpg,385,81.81132077083431,155.9365038469298,33.821538957149095
frame_00008.jpg,frame_00386.jpg,386,168.4346591557878,153.59847976749384,40.829976997557864
frame_00009.jpg,frame_00387.jpg,387,834.6019190334724,151.81425136182952,42.1404569155106
frame_00010.jpg,frame_00388.jpg,388,522.7304794094669,150.18092702556805,40.290562156875644
frame_00011.jpg,frame_00389.jpg,389,530.8352321586192,150.73567420784872,40.4273945496009
frame_00012.jpg,frame_00390.jpg,390,313.4933608851832,149.22627772052368,39.41681732686709
frame_00013.jpg,frame_00391.jpg,391,280.774267478464,148.27098498852192,39.555590390405385
frame_00014.jpg,frame_00392.jpg,392,278.99677267818265,147.1935788170759,40.4906819945587
frame_00015.jpg,frame_00393.jpg,393,701.5107037165288,143.47932990899326,47.821122440137664
frame_00016.jpg,frame_00394.jpg,394,396.69878998274754,146.08887607487745,51.37389965600006
frame_00017.jpg,frame_00395.jpg,395,296.45304706074825,148.88825909385855,51.78044487954482
frame_00018.jpg,frame_00396.jpg,396,425.2869321981499,149.85551384185874,50.784501176146634
frame_00019.jpg,frame_00397.jpg,397,825.7233281630851,151.74269328709383,47.66552050695123
frame_00020.jpg,frame_00398.jpg,398,828.4182335410985,151.53726423582143,46.196902419370545
frame_00021.jpg,frame_00399.jpg,399,35.68683828177135,152.36230799430732,54.08367832997042
frame_00022.jpg,frame_00400.jpg,400,29.035664871955902,160.22317100434586,42.41119675598464
frame_00023.jpg,frame_00401.jpg,401,120.06662046221683,156.09848249387926,31.500454918587508
frame_00024.jpg,frame_00402.jpg,402,88.86190175068853,147.36421373771083,42.387789802210236
frame_00025.jpg,frame_00403.jpg,403,61.50867808450117,148.05715867017824,39.94128702700415
frame_00026.jpg,frame_00404.jpg,404,49.588431588155515,149.20163392277786,36.488861160140274
frame_00027.jpg,frame_00405.jpg,405,55.34821085876491,145.3895541269296,33.3695623299273
frame_00028.jpg,frame_00406.jpg,406,55.50631701927273,151.36514207194386,38.165474612372144
frame_00029.jpg,frame_00407.jpg,407,179.60965749051599,151.4723653574564,41.2770061449933
frame_00030.jpg,frame_00408.jpg,408,307.8655022708975,155.3087072570927,45.714633800475376
frame_00031.jpg,frame_00409.jpg,409,211.5938986883278,155.6150630067669,42.95904630731071
frame_00032.jpg,frame_00410.jpg,410,43.106331697918655,149.8550735306146,35.03827941272147
frame_00033.jpg,frame_00411.jpg,411,83.6717856587103,146.50335209086498,37.305888105218024
frame_00034.jpg,frame_00412.jpg,412,72.31021881016301,145.71177198693516,41.227192553078424
frame_00035.jpg,frame_00413.jpg,413,32.754452239507884,140.59609145387228,41.53416683471003
frame_00036.jpg,frame_00414.jpg,414,206.7805259457007,145.7238416951574,41.47474040449892
frame_00037.jpg,frame_00415.jpg,415,527.850524555392,151.60568696733245,35.76041382738106
frame_00038.jpg,frame_00416.jpg,416,406.2283476105537,150.89349511704373,36.616400293065254
frame_00039.jpg,frame_00417.jpg,417,394.36503162875874,149.16664212919795,38.04924798793128
frame_00040.jpg,frame_00418.jpg,418,451.8191858309524,147.83066965478508,40.08148609740156
frame_00041.jpg,frame_00419.jpg,419,447.01233390488915,155.8627537583223,42.3442016834073
frame_00042.jpg,frame_00420.jpg,420,152.45466392886019,164.26538908246226,40.131556675342246
frame_00043.jpg,frame_00421.jpg,421,162.25926973291845,155.7780981280638,41.847524444093736
frame_00044.jpg,frame_00422.jpg,422,180.01126102712274,147.24459903049734,42.427868062258156
frame_00045.jpg,frame_00423.jpg,423,121.26798268622261,145.04405020911375,39.39866170679889
frame_00046.jpg,frame_00424.jpg,424,109.23751860676093,142.13263456075205,37.792772071899954
frame_00047.jpg,frame_00425.jpg,425,201.25689456969337,140.34837752804088,36.497496338626284
frame_00048.jpg,frame_00426.jpg,426,253.4518176924706,136.815001117818,35.2113049178126
frame_00049.jpg,frame_00427.jpg,427,113.88433171109553,141.3624129601457,38.516755999690936
frame_00050.jpg,frame_00428.jpg,428,95.97437334016236,148.1978974115697,42.202563440864594
frame_00051.jpg,frame_00429.jpg,429,46.728900261115975,152.85275201343563,41.871168197648636
frame_00052.jpg,frame_00430.jpg,430,44.477552156875205,157.59368678193823,37.20077880366984
frame_00053.jpg,frame_00431.jpg,431,31.318342058275753,158.74953515128712,32.766513545753746
frame_00054.jpg,frame_00432.jpg,432,31.985503315426012,157.48623584324375,35.97365423441451
frame_00055.jpg,frame_00433.jpg,433,39.012130823990944,155.28823210264295,38.86608473941224
frame_00056.jpg,frame_00434.jpg,434,51.03575101584622,154.96197919222652,39.949150113357675
frame_00057.jpg,frame_00435.jpg,435,74.74076613343368,153.4414617788029,41.73706348465026
frame_00058.jpg,frame_00436.jpg,436,63.63517181071775,152.94540822168784,42.41398874426639
frame_00059.jpg,frame_00437.jpg,437,54.39110361927008,151.3073604226988,43.46204778310816
frame_00060.jpg,frame_00438.jpg,438,104.92695437019057,148.8712273641851,44.06075105836553
frame_00061.jpg,frame_00439.jpg,439,122.00307355966487,147.53340094769158,45.463475648317925
frame_00062.jpg,frame_00440.jpg,440,95.22901690939128,145.54938983494463,46.92523908195807
frame_00063.jpg,frame_00441.jpg,441,102.39771983515989,144.59816078040055,49.532803955237235
frame_00064.jpg,frame_00442.jpg,442,97.05591666073244,144.34958531677873,51.15852249947191
frame_00065.jpg,frame_00443.jpg,443,97.35886997170977,146.22100216475002,53.469310251314
frame_00066.jpg,frame_00444.jpg,444,62.360724144205925,145.73896086546378,53.65891150869582
frame_00067.jpg,frame_00445.jpg,445,32.28825404562056,141.16170055563734,53.445870852368756
frame_00068.jpg,frame_00446.jpg,446,63.08629550701298,136.77682763246145,53.94428684178472
frame_00069.jpg,frame_00447.jpg,447,150.55693237928958,131.05508934364997,51.809958408269274
frame_00070.jpg,frame_00448.jpg,448,96.91225787769889,130.96071687578043,46.36665963262425
frame_00071.jpg,frame_00449.jpg,449,169.1677870012773,139.86199718637025,46.02454962147573
frame_00072.jpg,frame_00450.jpg,450,393.5467459647568,129.7573530614582,48.95569585020417
frame_00073.jpg,frame_00451.jpg,451,295.65024565298233,136.88478567884272,42.75319408936784
frame_00074.jpg,frame_00452.jpg,452,357.5914320587936,136.1962275005044,50.136020709076185
frame_00075.jpg,frame_00453.jpg,453,406.0795041106212,138.77845664774554,49.66569519321914
frame_00076.jpg,frame_00454.jpg,454,216.77276938767525,145.70481697774724,43.396739103873976
frame_00077.jpg,frame_00455.jpg,455,521.6011293642889,150.71379905448953,40.039627048663746
frame_00078.jpg,frame_00456.jpg,456,572.9463010928113,152.72353225041306,40.48332784939515
frame_00079.jpg,frame_00457.jpg,457,608.2640760495711,154.24599085025056,41.23988099733428
frame_00080.jpg,frame_00458.jpg,458,552.3080118670944,154.37664196561482,42.20371756648896
